0	5	0	7	1	0	2	22	9	13	19	25	0	3	14	24	16	0	10	12	18	0	20	15	17	
11	0	22	9	13	19	25	21	3	0	24	16	6	10	0	18	0	20	15	17	23	5	8	7	0	
19	25	21	3	14	0	16	0	0	12	18	0	0	15	17	23	0	8	7	0	11	2	22	9	13	
0	16	6	0	12	0	4	0	0	17	23	0	8	0	1	11	2	0	0	13	19	25	21	0	14	
0	4	20	0	17	23	5	8	7	1	11	2	22	9	13	0	25	21	0	14	24	16	6	10	0	
17	0	5	0	0	1	11	2	22	9	0	19	25	21	0	14	24	16	6	10	12	18	4	20	15	
1	11	2	0	0	13	19	0	21	3	14	24	16	6	0	12	18	4	20	0	17	23	5	8	0	
13	19	25	21	3	14	24	16	6	10	0	18	4	20	15	17	0	5	8	7	0	11	2	22	9	
14	24	16	6	10	0	18	4	20	15	17	23	5	8	7	0	11	2	22	9	13	19	25	21	0	
12	18	4	20	0	17	23	5	8	7	1	11	2	22	0	13	0	25	21	3	14	24	16	0	0	
5	0	7	1	0	0	22	0	13	19	25	21	0	14	24	0	0	0	0	18	4	0	15	0	0	
0	0	0	13	19	25	21	3	14	24	16	6	0	12	18	4	20	15	17	23	0	8	0	1	11	
25	21	0	14	24	16	0	10	0	18	4	20	15	0	0	5	0	0	1	11	2	22	0	13	19	
0	6	10	12	18	4	20	15	17	0	5	8	7	1	0	2	0	0	13	0	25	0	3	14	24	
0	20	15	17	23	5	8	7	1	0	2	22	9	13	19	25	21	3	14	24	16	0	10	0	18	
8	7	1	0	2	0	9	13	19	25	21	0	0	24	16	6	10	12	18	4	20	15	0	23	5	
22	9	13	19	25	21	3	14	24	16	6	10	12	18	4	20	15	0	23	5	0	0	1	11	2	
21	3	14	24	16	6	10	0	18	4	0	15	17	23	5	8	7	1	11	0	0	0	13	19	25	
6	10	12	0	4	20	15	17	23	5	8	7	0	0	2	22	9	0	0	25	21	3	14	24	16	
20	15	0	0	5	8	7	1	11	0	0	0	0	19	25	21	3	14	24	16	6	0	12	18	4	
7	0	0	2	22	0	13	19	25	21	3	14	24	16	6	10	12	18	4	20	0	0	23	0	0	
9	13	0	25	0	3	14	24	16	6	10	12	0	4	0	15	17	23	0	8	0	1	11	2	22	
3	14	24	16	6	10	12	0	4	20	0	0	0	5	0	7	1	11	2	22	0	13	0	25	0	
10	0	18	0	20	15	17	23	5	8	7	1	11	2	22	9	13	0	25	21	3	14	0	16	6	
0	17	23	5	8	7	0	11	2	22	9	13	0	25	21	3	0	0	16	6	0	0	0	4	20	
