0	24	9	10	15	13	0	0	0	6	1	17	12	14	22	2	23	25	4	19	18	7	0	0	0	
13	0	3	0	6	0	0	0	0	0	2	23	0	0	0	18	0	21	20	8	11	24	9	0	0	
0	17	12	0	0	0	0	0	0	19	18	0	21	0	8	11	0	9	10	15	0	5	3	16	0	
0	0	25	0	0	0	7	0	0	8	11	0	0	10	0	0	5	0	0	0	0	0	12	0	0	
0	0	21	0	8	11	24	9	10	15	0	5	0	0	6	0	17	12	0	22	2	23	25	4	0	
0	15	0	0	0	0	6	11	24	3	0	0	0	5	0	0	19	0	0	0	0	8	2	23	21	
16	6	0	0	3	0	22	13	0	12	0	19	1	17	25	20	0	2	23	21	0	15	18	0	9	
14	0	0	0	12	0	19	1	17	25	20	8	0	23	21	0	0	0	7	9	16	0	0	24	3	
0	0	0	17	25	0	8	0	0	21	10	15	0	7	9	16	6	0	0	0	14	22	13	5	12	
20	8	2	23	0	10	15	0	7	9	0	0	11	0	0	0	22	13	0	12	0	19	1	0	0	
0	10	0	18	7	0	0	0	11	0	12	0	6	0	0	25	4	0	1	0	21	0	19	2	0	
3	16	15	0	24	0	14	0	13	5	25	0	22	1	0	21	0	0	0	23	9	0	0	0	0	
12	14	0	13	0	25	4	0	0	17	21	20	19	0	23	9	10	0	18	0	3	16	15	11	0	
0	0	0	1	0	0	20	0	2	23	0	0	8	18	7	0	16	15	11	24	0	0	0	0	5	
21	20	19	2	23	0	0	8	0	7	0	0	0	0	24	0	0	6	13	5	25	4	22	0	0	
7	0	0	0	0	24	0	0	15	0	5	0	16	6	13	0	25	14	0	1	23	21	4	19	0	
0	3	10	15	0	0	0	16	0	0	0	25	0	22	1	0	0	4	19	0	7	0	20	0	0	
0	12	16	6	13	17	25	14	22	1	0	0	0	19	0	7	0	20	8	0	0	0	0	15	0	
0	0	0	22	1	23	21	0	19	2	0	9	0	8	0	24	0	10	0	11	0	0	0	6	0	
0	0	0	0	0	0	9	0	0	0	24	3	0	15	11	5	0	0	0	13	17	25	14	0	0	
0	0	0	9	0	0	0	24	3	16	0	0	5	12	0	0	2	0	0	4	8	18	0	21	0	
6	13	24	3	16	22	1	5	12	14	19	0	0	25	4	8	0	23	21	20	0	11	7	0	0	
0	1	0	0	14	19	2	17	0	0	0	0	23	21	20	0	11	0	0	10	0	13	0	3	0	
0	2	17	0	0	8	18	0	0	0	0	0	0	0	10	0	13	24	3	0	0	0	5	12	14	
0	0	23	0	0	15	0	7	9	0	6	13	0	0	0	22	0	0	12	0	0	2	0	0	0	

5	3	0	0	13	17	0	14	22	0	0	0	4	0	2	0	0	20	0	18	24	0	0	0	11	
17	0	0	0	1	0	0	4	19	2	7	0	20	0	18	0	0	10	0	11	5	3	16	6	13	
23	0	4	19	2	0	0	0	8	18	24	9	10	15	0	0	0	0	6	13	0	0	14	0	1	
0	0	0	8	18	0	0	0	15	11	0	3	0	6	0	17	0	14	0	1	23	0	4	0	2	
24	0	0	0	0	0	0	16	6	13	0	0	0	22	0	23	0	0	19	0	7	21	0	8	18	
0	11	24	3	16	0	13	0	12	14	0	1	17	25	4	0	2	0	21	0	0	0	7	0	0	
0	13	5	12	14	0	1	17	0	0	8	2	0	0	0	15	0	0	9	10	6	11	0	0	0	
19	1	0	0	0	0	0	23	0	0	15	18	0	9	10	6	11	24	0	16	0	13	0	12	14	
8	2	23	0	20	0	18	0	9	0	0	0	24	3	0	22	0	5	0	0	19	1	17	25	4	
15	0	7	0	10	6	11	24	3	16	22	0	0	12	14	0	1	17	25	0	8	2	0	21	0	
0	15	11	24	3	0	0	0	0	12	4	0	1	0	25	0	0	0	0	0	0	0	18	0	9	
0	0	13	5	12	0	22	1	0	25	20	19	2	23	0	10	0	18	0	0	0	15	0	24	3	
0	22	0	0	0	20	19	2	0	21	10	8	0	0	9	16	0	0	0	3	14	6	13	0	12	
0	19	2	0	0	0	8	18	7	9	0	15	0	0	3	14	0	13	5	12	4	22	0	17	25	
0	8	0	7	9	0	0	0	24	0	0	0	0	0	12	4	0	1	0	0	20	19	2	23	21	
3	10	15	11	24	0	16	0	0	0	25	14	22	1	0	0	0	19	2	23	0	20	8	18	0	
0	0	6	13	5	0	0	0	1	0	21	0	0	2	23	0	20	8	18	7	3	0	15	11	24	
25	0	0	1	0	0	4	19	2	0	0	20	8	18	7	3	0	15	0	0	12	0	0	0	0	
0	4	0	2	0	9	0	0	18	0	3	0	15	0	24	0	16	6	13	0	25	0	0	1	17	
0	0	8	18	7	3	10	15	0	24	12	0	6	0	0	25	14	22	1	0	21	0	19	0	23	
13	24	3	16	6	0	0	12	0	22	2	0	25	4	0	18	0	0	20	0	11	0	9	0	0	
0	5	12	0	22	0	0	25	0	0	0	0	0	20	0	11	7	0	10	15	13	24	0	0	6	
0	0	25	4	19	0	0	0	20	8	0	7	9	0	15	13	24	3	16	6	1	0	12	0	0	
0	23	0	20	8	0	0	9	10	0	13	24	0	16	0	0	5	12	14	22	2	0	25	4	19	
0	0	0	0	0	13	0	3	16	6	1	5	0	14	0	0	17	0	0	19	0	23	21	0	0	

0	14	0	1	17	0	0	19	2	23	21	0	0	18	7	9	0	15	0	0	0	0	6	13	5	
25	4	19	2	0	0	20	0	0	0	0	0	0	11	0	0	16	0	13	5	12	14	22	0	17	
21	20	8	0	7	9	10	15	11	0	0	0	6	13	0	12	0	0	1	0	25	4	0	0	23	
9	10	15	0	0	0	16	6	0	0	0	0	0	1	0	0	0	0	0	0	21	0	0	0	0	
0	16	0	13	5	0	0	22	1	0	0	0	19	0	0	0	0	0	0	7	9	10	0	11	0	
13	5	0	0	22	0	17	0	4	19	0	23	0	0	0	0	0	0	0	0	11	24	0	0	0	
1	17	25	4	19	0	23	21	0	0	0	0	0	10	0	0	0	0	16	0	13	0	0	14	22	
0	23	21	20	0	0	7	0	10	15	11	24	0	0	6	13	0	12	14	22	0	17	25	4	0	
0	0	0	0	15	0	0	3	0	0	13	5	12	0	22	0	0	25	4	19	0	23	0	20	8	
11	0	0	16	6	13	5	0	0	22	1	17	0	4	19	2	0	21	20	8	18	0	9	10	15	
0	13	0	0	0	22	0	17	25	4	0	0	23	21	0	8	0	0	9	0	15	11	0	0	16	
22	0	17	25	4	19	0	23	21	20	8	0	0	9	10	15	11	24	0	0	0	13	5	12	14	
0	2	23	21	20	8	0	0	0	10	15	11	24	3	16	0	13	5	12	14	0	1	0	0	0	
0	18	7	0	10	0	11	0	3	16	6	0	5	12	14	22	0	0	25	4	0	0	23	0	20	
15	11	24	0	16	0	0	0	12	14	22	0	17	0	4	19	2	0	0	0	8	0	0	0	10	
16	6	0	0	0	0	22	1	17	0	0	0	2	0	0	0	0	18	7	0	0	15	0	0	3	
14	0	1	0	0	4	19	0	0	21	20	0	18	7	9	10	15	11	24	3	0	6	13	5	12	
0	19	2	23	21	20	0	18	7	9	0	0	0	24	0	0	6	0	5	12	14	0	0	17	0	
0	8	18	7	9	10	0	11	0	0	16	6	0	0	0	0	0	1	17	25	0	0	2	23	0	
10	0	0	24	0	0	0	13	5	12	14	0	1	17	0	4	19	0	0	21	0	8	18	7	9	
5	12	14	22	1	0	0	4	0	2	0	0	0	8	18	7	0	10	15	11	0	0	0	6	0	
0	25	0	19	2	23	21	20	0	0	7	0	10	15	11	24	3	0	6	0	0	12	0	22	0	
23	0	0	8	0	0	0	0	15	11	0	3	0	0	0	5	0	14	22	1	0	0	4	19	0	
7	0	10	15	0	0	3	0	0	0	5	12	14	0	0	0	0	4	0	2	23	0	0	0	18	
24	0	0	6	13	5	12	0	22	1	17	25	4	0	0	0	21	20	8	18	0	9	0	0	0	

4	19	2	0	0	0	8	18	7	21	10	0	11	24	9	0	0	0	5	3	0	22	0	0	0	
0	0	0	7	0	0	0	0	0	9	16	6	0	0	0	14	22	0	17	0	0	0	0	23	25	
10	15	0	24	0	16	0	13	5	3	0	0	0	17	0	0	0	2	23	0	20	0	18	0	0	
