12	0	0	4	0	0	14	13	0	0	2	6	7	9	10	8	
16	0	14	13	0	0	2	6	7	0	10	8	12	3	5	0	
15	11	0	6	7	9	0	8	0	3	0	4	16	1	14	13	
7	9	10	8	12	3	5	4	0	1	14	0	15	0	0	0	
9	10	0	0	3	5	4	0	0	14	0	0	11	2	6	0	
3	5	4	16	0	14	0	0	11	0	0	0	0	10	8	12	
0	14	13	0	11	2	6	7	0	10	8	0	3	5	4	0	
11	2	0	7	0	10	8	0	3	0	4	16	1	0	13	15	
10	8	12	3	5	4	16	1	14	13	15	0	2	6	7	9	
0	4	16	1	14	13	15	11	2	6	7	9	0	0	12	3	
0	13	15	11	0	6	0	9	0	8	12	3	5	0	16	1	
0	0	7	9	10	0	12	3	5	0	16	1	14	13	0	11	
8	12	3	5	4	0	1	14	13	15	0	2	6	0	9	0	
4	16	1	0	0	15	0	2	6	0	0	10	0	12	3	5	
0	0	11	2	0	7	0	10	0	12	0	5	4	0	1	0	
6	7	0	0	0	12	3	5	0	16	1	14	13	15	11	2	
